block_id,name,category,subcategory,origin,function,archetype,implementation_tier,protocol_status,timing_status,cdc_status,numeric_status,core,source_file,testbench_file,static_validation,ghdl_analysis,functional_simulation
0048,fixed_point_datapath,Compute,Compute,User-provided starting list,Reusable fixed point datapath block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/fixed_point_datapath.vhd,tb/blocks/compute/tb_fixed_point_datapath.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0049,saturating_arithmetic_unit,Compute,Compute,User-provided starting list,Reusable saturating arithmetic unit block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/saturating_arithmetic_unit.vhd,tb/blocks/compute/tb_saturating_arithmetic_unit.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0050,barrel_shifter,Compute,Compute,User-provided starting list,Reusable barrel shifter block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/barrel_shifter.vhd,tb/blocks/compute/tb_barrel_shifter.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0051,priority_encoder,Compute,Compute,User-provided starting list,Reusable priority encoder block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/priority_encoder.vhd,tb/blocks/compute/tb_priority_encoder.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0052,population_count,Compute,Compute,User-provided starting list,Reusable population count block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/population_count.vhd,tb/blocks/compute/tb_population_count.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0053,cordic_engine,Compute,Compute,User-provided starting list,Reusable cordic engine block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/cordic_engine.vhd,tb/blocks/compute/tb_cordic_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0054,divider_iterative,Compute,Compute,User-provided starting list,Reusable divider iterative block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/divider_iterative.vhd,tb/blocks/compute/tb_divider_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0055,sqrt_iterative,Compute,Compute,User-provided starting list,Reusable sqrt iterative block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/sqrt_iterative.vhd,tb/blocks/compute/tb_sqrt_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0056,matrix_vector_engine,Compute,Compute,User-provided starting list,Reusable matrix vector engine block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/matrix_vector_engine.vhd,tb/blocks/compute/tb_matrix_vector_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0057,vector_dot_product_engine,Compute,Compute,User-provided starting list,Reusable vector dot product engine block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/vector_dot_product_engine.vhd,tb/blocks/compute/tb_vector_dot_product_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0058,streaming_reduction_engine,Compute,Compute,User-provided starting list,Reusable streaming reduction engine block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/compute/streaming_reduction_engine.vhd,tb/blocks/compute/tb_streaming_reduction_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0059,lookup_table_datapath,Compute,Compute,User-provided starting list,Reusable lookup table datapath block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/lookup_table_datapath.vhd,tb/blocks/compute/tb_lookup_table_datapath.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0060,crc_checksum_engine,Compute,Compute,User-provided starting list,Reusable crc checksum engine block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,crc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_crc32_core,rtl/blocks/compute/crc_checksum_engine.vhd,tb/blocks/compute/tb_crc_checksum_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0061,hash_lite_engine,Compute,Compute,User-provided starting list,Reusable hash lite engine block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/hash_lite_engine.vhd,tb/blocks/compute/tb_hash_lite_engine.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0062,compression_lite_pipeline,Compute,Compute,User-provided starting list,Reusable compression lite pipeline block for compute designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/compute/compression_lite_pipeline.vhd,tb/blocks/compute/tb_compression_lite_pipeline.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0063,dsp_chain,DSP,DSP,User-provided starting list,Reusable dsp chain block for dsp designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp/dsp_chain.vhd,tb/blocks/dsp/tb_dsp_chain.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0064,fir_filter,DSP,DSP,User-provided starting list,Reusable fir filter block for dsp designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp/fir_filter.vhd,tb/blocks/dsp/tb_fir_filter.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0065,iir_filter,DSP,DSP,User-provided starting list,Reusable iir filter block for dsp designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp/iir_filter.vhd,tb/blocks/dsp/tb_iir_filter.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0066,cic_filter,DSP,DSP,User-provided starting list,Reusable cic filter block for dsp designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp/cic_filter.vhd,tb/blocks/dsp/tb_cic_filter.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0067,moving_average_filter,DSP,DSP,User-provided starting list,Reusable moving average filter block for dsp designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp/moving_average_filter.vhd,tb/blocks/dsp/tb_moving_average_filter.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0068,fft_pipeline,DSP,DSP,User-provided starting list,Reusable fft pipeline block for dsp designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp/fft_pipeline.vhd,tb/blocks/dsp/tb_fft_pipeline.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
0069,windowing_stage,DSP,DSP,User-provided starting list,Reusable windowing stage block for dsp designs; intended as a parameterized RTL subsystem rather than a fixed vendor primitive.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp/windowing_stage.vhd,tb/blocks/dsp/tb_windowing_stage.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
